text,polarity,stem
πέρδομαι,-1,ΠΕΡΔΟΜ
πενθώ,-1,ΠΕΝΘ
πεκούνια,-1,ΠΕΚΟΥΝΙ
πειράζω,-1,ΠΕΙΡΑΖ
πειναλέος,-1,ΠΕΙΝΑΛΕ
πεινάλας,-1,ΠΕΙΝΑΛ
πείνα,-1,ΠΕΙΝ
πεθαμενατζίδικο,-1,ΠΕΘΑΜΕΝΑΤΖΙΔΙΚ
πεθαμενατζής,-1,ΠΕΘΑΜΕΝΑΤΖ
πεζοδρόμιο,-1,ΠΕΖΟΔΡΟΜΙ
παχύδερμος,-1,ΠΑΧΥΔΕΡΜ
παχυδερμισμός,-1,ΠΑΧΥΔΕΡΜΙΣΜ
παχυδερμία,-1,ΠΑΧΥΔΕΡΜΙ
πατώνει,-1,ΠΑΤΩΝ
πατσαβούρα,-1,ΠΑΤΣΑΒΟΥΡ
πατριδοκαπηλία,-1,ΠΑΤΡΙΔΟΚΑΠΗΛΙ
πάτερ,-1,ΠΑΤΕΡ
πατάτας,-1,ΠΑΤΑΤ
πάσχω,-1,ΠΑΣΧ
πάστωμα,-1,ΠΑΣΤΩΜ
παστρικός,-1,ΠΑΣΤΡΙΚ
πασοκοποίηση,-1,ΠΑΣΟΚΟΠΟΙΗΣ
πασοκαρία,-1,ΠΑΣΟΚΑΡΙ
παρτσακλός,-1,ΠΑΡΤΣΑΚΛ
παρτουζίτσα,-1,ΠΑΡΤΟΥΖΙΤΣ
παρτούζα,-1,ΠΑΡΤΟΥΖ
παρτάλι,-1,ΠΑΡΤΑΛ
παρόρμηση,-1,ΠΑΡΟΡΜΗΣ
παρεξήγηση,-1,ΠΑΡΕΞΗΓΗΣ
παρείσακτος,-1,ΠΑΡΕΙΣΑΚΤ
παραφορά,-1,ΠΑΡΑΦΟΡ
παράτα,-1,ΠΑΡΑΤ
παράπονο,-1,ΠΑΡΑΠΟΝ
παράξενος,-1,ΠΑΡΑΞΕΝ
παραμυθάς,-1,ΠΑΡΑΜΥΘ
παράκρουση,-1,ΠΑΡΑΚΡΟΥΣ
παρακεντές,-1,ΠΑΡΑΚΕΝΤ
παραιτώ,-1,ΠΑΡΑΙΤ
παραίσθηση,-1,ΠΑΡΑΙΣΘΗΣ
παραγοντίζω,-1,ΠΑΡΑΓΟΝΤΙΖ
παπάρια,-1,ΠΑΠΑΡΙ
παπαδαριό,-1,ΠΑΠΑΔΑΡΙ
παπαγαλίζει,-1,ΠΑΠΑΓΑΛΙΖ
παντογνώστρια,-1,ΠΑΝΤΟΓΝΩΣΤΡΙ
παντογνώστης,-1,ΠΑΝΤΟΓΝΩΣΤ
πανικός,-1,ΠΑΝΙΚ
πανί,-1,ΠΑΝ
πανηλίθιο,-1,ΠΑΝΗΛΙΘΙ
πανηγυρτζής,-1,ΠΑΝΗΓΥΡΤΖ
πανηγυριώτικος,-1,ΠΑΝΗΓΥΡΙΩΤΙΚ
πανηγυριτζής,-1,ΠΑΝΗΓΥΡΙΤΖ
πανηγύρι,-1,ΠΑΝΗΓΥΡ
πανεπιστήμων,-1,ΠΑΝΕΠΙΣΤΗΜ
παλιόχαρτο,-1,ΠΑΛΙΟΧΑΡΤ
παλάντζας,-1,ΠΑΛΑΝΤΖ
παλαιοντολογικός,-1,ΠΑΛΑΙΟΝΤΟΛΟΓΙΚ
παλαιοκομματικός,-1,ΠΑΛΑΙΟΚΟΜΜΑΤΙΚ
παλαιοημερολογίτικος,-1,ΠΑΛΑΙΟΗΜΕΡΟΛΟΓΙΤΙΚ
παλαιοημερολογίτης,-1,ΠΑΛΑΙΟΗΜΕΡΟΛΟΓΙΤ
παλάβρας,-1,ΠΑΛΑΒΡ
παλαβιάρης,-1,ΠΑΛΑΒΙΑΡ
παιδικός,-1,ΠΑΙΔΙΚ
παιδαριώδης,-1,ΠΑΙΔΑΡΙΩΔ
παθητικός,-1,ΠΑΘΗΤΙΚ
παζάρι,-1,ΠΑΖΑΡ
παγώνω,-1,ΠΑΓΩΝ
παγερός,-1,ΠΑΓΕΡ
οχού,-1,ΟΧ
όχλος,-1,ΟΧΛ
οχετός,-1,ΟΧΕΤ
οφίκιο,-1,ΟΦΙΚΙ
ουχί,-1,ΟΥΧ
ουρακοτάγκος,-1,ΟΥΡΑΚΟΤΑΓΚ
ουραγός,-1,ΟΥΡΑΓ
ούννος,-1,ΟΥΝΝ
οσφυοκάμπτης,-1,ΟΣΦΥΟΚΑΜΠΤ
ορφανός,-1,ΟΡΦΑΝ
όρνιο,-1,ΟΡΝΙ
ορδή,-1,ΟΡΔ
οπορτουνιστή,-1,ΟΠΟΡΤΟΥΝΙΣΤ
οπερέτα,-1,ΟΠΕΡΕΤ
οπαδός,-1,ΟΠΑΔ
ομορφονιός,-1,ΟΜΟΡΦΟΝΙ
ομοιοπαθής,-1,ΟΜΟΙΟΠΑΘ
ολονυχτία,-1,ΟΛΟΝΥΧΤΙ
ολονυκτία,-1,ΟΛΟΝΥΚΤΙ
οίκτος,-1,ΟΙΚΤ
οικτίρω,-1,ΟΙΚΤΙΡ
οικοπεδοφάγος,-1,ΟΙΚΟΠΕΔΟΦΑΓ
οικονομίστικος,-1,ΟΙΚΟΝΟΜΙΣΤΙΚ
οθωμανικός,-1,ΟΘΩΜΑΝΙΚ
ξυλοπόδαρος,-1,ΞΥΛΟΠΟΔΑΡ
ξυλιάζω,-1,ΞΥΛΙΑΖ
ξόανο,-1,ΞΟΑΝ
ξεφτιλίστηκε,-1,ΞΕΦΤΙΛΙΣΤΗΚ
ξεφτιλισμένος,-1,ΞΕΦΤΙΛΙΣΜΕΝ
ξεφτίλισμα,-1,ΞΕΦΤΙΛΙΣΜ
ξεφτιλίκια,-1,ΞΕΦΤΙΛΙΚΙ
ξεφτιλίζω,-1,ΞΕΦΤΙΛΙΖ
ξεφτιλίζεστε,-1,ΞΕΦΤΙΛΙΖΕΣΤ
ξεφτίλα,-1,ΞΕΦΤΙΛ
ξερός,-1,ΞΕΡ
ξερόλα,-1,ΞΕΡΟΛ
ξεροκόμματο,-1,ΞΕΡΟΚΟΜΜΑΤ
ξερνώ,-1,ΞΕΡΝ
ξεπλένω,-1,ΞΕΠΛΕΝ
ξεπατικωτούρα,-1,ΞΕΠΑΤΙΚΩΤΟΥΡ
ξεπατικώνω,-1,ΞΕΠΑΤΙΚΩΝ
ξεπατικοτούρα,-1,ΞΕΠΑΤΙΚΟΤΟΥΡ
ξενόφοβος,-1,ΞΕΝΟΦΟΒ
ξενοκίνητος,-1,ΞΕΝΟΚΙΝΗΤ
ξεκρέμαστος,-1,ΞΕΚΡΕΜΑΣΤ
ξεδιάντροπα,-1,ΞΕΔΙΑΝΤΡΟΠ
ξεβρακώνει,-1,ΞΕΒΡΑΚΩΝ
ξάναμμα,-1,ΞΑΝΑΜΜ
νυφοπάζαρο,-1,ΝΥΦΟΠΑΖΑΡ
νυσταλέος,-1,ΝΥΣΤΑΛΕ
νυστάζω,-1,ΝΥΣΤΑΖ
νυμφοπάζαρο,-1,ΝΥΜΦΟΠΑΖΑΡ
νυμφίος,-1,ΝΥΜΦΙ
νυμφίδιο,-1,ΝΥΜΦΙΔΙ
νυκτωδία,-1,ΝΥΚΤΩΔΙ
ντροπή,-1,ΝΤΡΟΠ
ντροπαλός,-1,ΝΤΡΟΠΑΛ
ντρέπομαι,-1,ΝΤΡΕΠΟΜ
ντουλάπα,-1,ΝΤΟΥΛΑΠ
ντορής,-1,ΝΤΟΡ
ντιλετάντης,-1,ΝΤΙΛΕΤΑΝΤ
ντερλικώνω,-1,ΝΤΕΡΛΙΚΩΝ
ντενεκές,-1,ΝΤΕΝΕΚ
ντελίριο,-1,ΝΤΕΛΙΡΙ
νταντεύω,-1,ΝΤΑΝΤΕΥ
νταλκαδιάζω,-1,ΝΤΑΛΚΑΔΙΑΖ
νούλα,-1,ΝΟΥΛ
νόστος,-1,ΝΟΣΤ
νιαούρισμα,-1,ΝΙΑΟΥΡΙΣΜ
νιάνιαρο,-1,ΝΙΑΝΙΑΡ
νευρικός,-1,ΝΕΥΡΙΚ
νεροχύτης,-1,ΝΕΡΟΧΥΤ
νερόπλυμα,-1,ΝΕΡΟΠΛΥΜ
νεροκουβαλητής,-1,ΝΕΡΟΚΟΥΒΑΛΗΤ
νεοναζί,-1,ΝΕΟΝΑΖ
νέκρωση,-1,ΝΕΚΡΩΣ
νεκροκεφαλή,-1,ΝΕΚΡΟΚΕΦΑΛ
ναυτόπουλο,-1,ΝΑΥΤΟΠΟΥΛ
ναυτία,-1,ΝΑΥΤΙ
νάρκωση,-1,ΝΑΡΚΩΣ
νάρκισσος,-1,ΝΑΡΚΙΣΣ
ναζιστικό,-1,ΝΑΖΙΣΤΙΚ
μωρότερος,-1,ΜΩΡΟΤΕΡ
μωρέ,-1,ΜΩΡ
μυστικοσύμβουλος,-1,ΜΥΣΤΙΚΟΣΥΜΒΟΥΛ
μυξοκλαίω,-1,ΜΥΞΟΚΛΑΙ
μυθομανή,-1,ΜΥΘΟΜΑΝ
μπράβος,-1,ΜΠΡΑΒ
μπουχτίζω,-1,ΜΠΟΥΧΤΙΖ
μπούφοι,-1,ΜΠΟΥΦ
μπούτσο,-1,ΜΠΟΥΤΣ
μπουρτζόβλαχος,-1,ΜΠΟΥΡΤΖΟΒΛΑΧ
μπουρζουάς,-1,ΜΠΟΥΡΖΟΥ
μπουρζουαζία,-1,ΜΠΟΥΡΖΟΥΑΖΙ
μπουρδέλο,-1,ΜΠΟΥΡΔΕΛ
μπουρδελιάρης,-1,ΜΠΟΥΡΔΕΛΙΑΡ
μπούρδα,-1,ΜΠΟΥΡΔ
μπουντρούμι,-1,ΜΠΟΥΝΤΡΟΥΜ
μπούλινγκ,-1,ΜΠΟΥΛΙΝΓΚ
μπούλης,-1,ΜΠΟΥΛ
μπόμπες,-1,ΜΠΟΜΠ
μπλοκάρω,-1,ΜΠΛΟΚΑΡ
μπλαζέ,-1,ΜΠΛΑΖ
μπεκρούλιακας,-1,ΜΠΕΚΡΟΥΛΙΑΚ
μπεκρουλιάζω,-1,ΜΠΕΚΡΟΥΛΙΑΖ
μπεκροκανάτα,-1,ΜΠΕΚΡΟΚΑΝΑΤ
μπεκρής,-1,ΜΠΕΚΡ
μπαφιασμένος,-1,ΜΠΑΦΙΑΣΜΕΝ
μπάτσος,-1,ΜΠΑΤΣ
μπατσίνα,-1,ΜΠΑΤΣΙΝ
μπατσικό,-1,ΜΠΑΤΣΙΚ
μπατσαρία,-1,ΜΠΑΤΣΑΡΙ
μπαστουνόβλαχος,-1,ΜΠΑΣΤΟΥΝΟΒΛΑΧ
μπάσταρδος,-1,ΜΠΑΣΤΑΡΔ
μπαστάρδικος,-1,ΜΠΑΣΤΑΡΔΙΚ
μπασκλασαρία,-1,ΜΠΑΣΚΛΑΣΑΡΙ
μπασκλάς,-1,ΜΠΑΣΚΛ
μπασκίνας,-1,ΜΠΑΣΚΙΝ
μπανανία,-1,ΜΠΑΝΑΝΙ
μπαμπόγρια,-1,ΜΠΑΜΠΟΓΡΙ
μπαμπόγερος,-1,ΜΠΑΜΠΟΓΕΡ
μπαμπαλής,-1,ΜΠΑΜΠΑΛ
μπάμιας,-1,ΜΠΑΜΙ
μπαλάντζας,-1,ΜΠΑΛΑΝΤΖ
μπαλαντέρ,-1,ΜΠΑΛΑΝΤΕΡ
μπακατέλα,-1,ΜΠΑΚΑΤΕΛ
μπακαλόχαρτο,-1,ΜΠΑΚΑΛΟΧΑΡΤ
μπακαλοτέφτερο,-1,ΜΠΑΚΑΛΟΤΕΦΤΕΡ
μπαινάκης,-1,ΜΠΑΙΝΑΚ
μπάζο,-1,ΜΠΑΖ
μπαγκατέλα,-1,ΜΠΑΓΚΑΤΕΛ
μπαγάσικος,-1,ΜΠΑΓΑΣΙΚ
μπαγάσας,-1,ΜΠΑΓΑΣ
μπαγασάκος,-1,ΜΠΑΓΑΣΑΚ
μοφρονιός,-1,ΜΟΦΡΟΝΙ
μουτρωμένος,-1,ΜΟΥΤΡΩΜΕΝ
μούτρα,-1,ΜΟΥΤΡ
μούτζωνε,-1,ΜΟΥΤΖΩΝ
μουτζούρη,-1,ΜΟΥΤΖΟΥΡ
μουστόγρια,-1,ΜΟΥΣΤΟΓΡΙ
μούσμουλο,-1,ΜΟΥΣΜΟΥΛ
μουσικάντης,-1,ΜΟΥΣΙΚΑΝΤ
μούρη,-1,ΜΟΥΡ
μούργος,-1,ΜΟΥΡΓ
μουνόψειρα,-1,ΜΟΥΝΟΨΕΙΡ
μουνόπανο,-1,ΜΟΥΝΟΠΑΝ
μουνιά,-1,ΜΟΥΝΙ
μουνί,-1,ΜΟΥΝ
μουνάρα,-1,ΜΟΥΝΑΡ
μούλος,-1,ΜΟΥΛ
μούλικος,-1,ΜΟΥΛΙΚ
μουλάρα,-1,ΜΟΥΛΑΡ
μουδιάζω,-1,ΜΟΥΔΙΑΖ
μουγγός,-1,ΜΟΥΓΓ
μορφασμός,-1,ΜΟΡΦΑΣΜ
μορμολύκειο,-1,ΜΟΡΜΟΛΥΚΕΙ
μόνος,-1,ΜΟΝ
μονιμάς,-1,ΜΟΝΙΜ
μοναρχοφασίστας,-1,ΜΟΝΑΡΧΟΦΑΣΙΣΤ
μοναξιά,-1,ΜΟΝΑΞΙ
μονάζω,-1,ΜΟΝΑΖ
μόμολο,-1,ΜΟΜΟΛ
μνησικακώ,-1,ΜΝΗΣΙΚΑΚ
μνησικακία,-1,ΜΝΗΣΙΚΑΚΙ
μίσος,-1,ΜΙΣ
μισθοφόρος,-1,ΜΙΣΘΟΦΟΡ
μισάνθρωπος,-1,ΜΙΣΑΝΘΡΩΠ
μικρότητα,-1,ΜΙΚΡΟΤΗΤ
μικροπρεπής,-1,ΜΙΚΡΟΠΡΕΠ
μικρομέγαλος,-1,ΜΙΚΡΟΜΕΓΑΛ
μικροαστός,-1,ΜΙΚΡΟΑΣΤ
μίζες,-1,ΜΙΖ
μεταμελούμαι,-1,ΜΕΤΑΜΕΛΟΥΜ
μελοδραματισμός,-1,ΜΕΛΟΔΡΑΜΑΤΙΣΜ
μελό,-1,ΜΕΛ
μελαγχολικός,-1,ΜΕΛΑΓΧΟΛΙΚ
μελαγχολία,-1,ΜΕΛΑΓΧΟΛΙ
μειονεκτικότητα,-1,ΜΕΙΟΝΕΚΤΙΚΟΤΗΤ
μείον,-1,ΜΕΙ
μεθύστακας,-1,ΜΕΘΥΣΤΑΚ
μεθοκοπώ,-1,ΜΕΘΟΚΟΠ
μεδούλι,-1,ΜΕΔΟΥΛ
μεγαλοψεύτης,-1,ΜΕΓΑΛΟΨΕΥΤ
μεγαλουσιάνος,-1,ΜΕΓΑΛΟΥΣΙΑΝ
μεγαλόσχημος,-1,ΜΕΓΑΛΟΣΧΗΜ
μαφιόζος,-1,ΜΑΦΙΟΖ
μαφιόζικος,-1,ΜΑΦΙΟΖΙΚ
μαφία,-1,ΜΑΦΙ
μαυροφορούσα,-1,ΜΑΥΡΟΦΟΡΟΥΣ
μαυροτσούκαλο,-1,ΜΑΥΡΟΤΣΟΥΚΑΛ
ματάκιας,-1,ΜΑΤΑΚΙ
μαστροχαλαστής,-1,ΜΑΣΤΡΟΧΑΛΑΣΤ
μαστάρι,-1,ΜΑΣΤΑΡ
μασόνος,-1,ΜΑΣΟΝ
μασονία,-1,ΜΑΣΟΝΙ
μαρτυρικές,-1,ΜΑΡΤΥΡΙΚ
μαρμαρώνω,-1,ΜΑΡΜΑΡΩΝ
μάπας,-1,ΜΑΠ
μαούνα,-1,ΜΑΟΥΝ
μαντρόσκυλο,-1,ΜΑΝΤΡΟΣΚΥΛ
μαντραχαλάς,-1,ΜΑΝΤΡΑΧΑΛ
μάντισσα,-1,ΜΑΝΤΙΣΣ
μάντης,-1,ΜΑΝΤ
μαντάρα,-1,ΜΑΝΤΑΡ
μανίκι,-1,ΜΑΝΙΚ
μανία,-1,ΜΑΝΙ
μανδαρίνος,-1,ΜΑΝΔΑΡΙΝ
μαμουνιάρης,-1,ΜΑΜΟΥΝΙΑΡ
μαμόθρεφτος,-1,ΜΑΜΟΘΡΕΦΤ
μαμμωνάς,-1,ΜΑΜΜΩΝ
μαλλιάς,-1,ΜΑΛΛΙ
μαλλιαρός,-1,ΜΑΛΛΙΑΡ
μαλλιαρισμός,-1,ΜΑΛΛΙΑΡΙΣΜ
μαλακιστήρι,-1,ΜΑΛΑΚΙΣΤΗΡ
μαλακισμένος,-1,ΜΑΛΑΚΙΣΜΕΝ
μαλακία,-1,ΜΑΛΑΚΙ
μαλάκας,-1,ΜΑΛΑΚ
μακελειό,-1,ΜΑΚΕΛΕΙ
μακαρονάς,-1,ΜΑΚΑΡΟΝ
μακαρίτικος,-1,ΜΑΚΑΡΙΤΙΚ
μακάριος,-1,ΜΑΚΑΡΙ
μαϊντανός,-1,ΜΑΪΝΤΑΝ
μαιντανός,-1,ΜΑΙΝΤΑΝ
μαϊμουδιάρης,-1,ΜΑΪΜΟΥΔΙΑΡ
μαϊμούδες,-1,ΜΑΪΜΟΥΔ
μαϊδανός,-1,ΜΑΪΔΑΝ
μαθητούδι,-1,ΜΑΘΗΤΟΥΔ
μαθητοπατέρας,-1,ΜΑΘΗΤΟΠΑΤΕΡ
μαθηματάκι,-1,ΜΑΘΗΜΑΤΑΚ
μαγκούφης,-1,ΜΑΓΚΟΥΦ
μάγκας,-1,ΜΑΓΚ
μαγάρα,-1,ΜΑΓΑΡ
λωποδύτης,-1,ΛΩΠΟΔΥΤ
λυπητερός,-1,ΛΥΠΗΤΕΡ
λύπηση,-1,ΛΥΠΗΣ
λύπη,-1,ΛΥΠ
λούμπα,-1,ΛΟΥΜΠ
λόρδα,-1,ΛΟΡΔ
λογύδριο,-1,ΛΟΓΥΔΡΙ
λόγος,-1,ΛΟΓ
λογάκι,-1,ΛΟΓΑΚ
λιντσάρισμα,-1,ΛΙΝΤΣΑΡΙΣΜ
λιμάρικος,-1,ΛΙΜΑΡΙΚ
λιμάρης,-1,ΛΙΜΑΡ
λιθοβολισμό,-1,ΛΙΘΟΒΟΛΙΣΜ
λιγούρα,-1,ΛΙΓΟΥΡ
λήσταρχους,-1,ΛΗΣΤΑΡΧ
λησμονώ,-1,ΛΗΣΜΟΝ
λησμονιέμαι,-1,ΛΗΣΜΟΝΙΕΜ
λησμονιά,-1,ΛΗΣΜΟΝΙ
λάσπη,-1,ΛΑΣΠ
λαπάς,-1,ΛΑΠ
λαουτζίκος,-1,ΛΑΟΥΤΖΙΚ
λαμόγια,-1,ΛΑΜΟΓΙ
λαίλαπα,-1,ΛΑΙΛΑΠ
λαϊκιστής,-1,ΛΑΪΚΙΣΤ
λαικιστές,-1,ΛΑΙΚΙΣΤ
λαικισμοί,-1,ΛΑΙΚΙΣΜ
λάβρα,-1,ΛΑΒΡ
κωλυσιεργίας,-1,ΚΩΛΥΣΙΕΡΓΙ
κωλόχαρτο,-1,ΚΩΛΟΧΑΡΤ
κωλοχανείο,-1,ΚΩΛΟΧΑΝΕΙ
κωλοτρυπίδα,-1,ΚΩΛΟΤΡΥΠΙΔ
κωλοτούμπα,-1,ΚΩΛΟΤΟΥΜΠ
κώλος,-1,ΚΩΛ
κωλόπαιδο,-1,ΚΩΛΟΠΑΙΔ
κωλομέρι,-1,ΚΩΛΟΜΕΡ
κωλοδάχτυλο,-1,ΚΩΛΟΔΑΧΤΥΛ
κωλογλείφω,-1,ΚΩΛΟΓΛΕΙΦ
κωλογλείφτης,-1,ΚΩΛΟΓΛΕΙΦΤ
κωλοβαράω,-1,ΚΩΛΟΒΑΡΑ
κυριεύω,-1,ΚΥΡΙΕΥ
κυριαρχώ,-1,ΚΥΡΙΑΡΧ
κυριαρχία,-1,ΚΥΡΙΑΡΧΙ
κυράτσα,-1,ΚΥΡΑΤΣ
κυνικός,-1,ΚΥΝΙΚ
κύκλωμα,-1,ΚΥΚΛΩΜ
κτήνος,-1,ΚΤΗΝ
κρυφός,-1,ΚΡΥΦ
κρύο,-1,ΚΡΥ
κρυάδα,-1,ΚΡΥΑΔ
κρίση,-1,ΚΡΙΣ
κρετίνοι,-1,ΚΡΕΤΙΝ
κρεβατομουρμούρα,-1,ΚΡΕΒΑΤΟΜΟΥΡΜΟΥΡ
κόψιμο,-1,ΚΟΨΙΜ
κούτσουρο,-1,ΚΟΥΤΣΟΥΡ
κουτσαμάρα,-1,ΚΟΥΤΣΑΜΑΡ
κουταμάρα,-1,ΚΟΥΤΑΜΑΡ
κουστωδία,-1,ΚΟΥΣΤΩΔΙ
κούραση,-1,ΚΟΥΡΑΣ
κουραμπιές,-1,ΚΟΥΡΑΜΠΙ
κουράδα,-1,ΚΟΥΡΑΔ
κουνιστός,-1,ΚΟΥΝΙΣΤ
κουμμούνι,-1,ΚΟΥΜΜΟΥΝ
κουμάσι,-1,ΚΟΥΜΑΣ
κουλτουριάρης,-1,ΚΟΥΛΤΟΥΡΙΑΡ
κουλοχέρης,-1,ΚΟΥΛΟΧΕΡ
κουλός,-1,ΚΟΥΛ
κουκούλωμα,-1,ΚΟΥΚΟΥΛΩΜ
κουκουλωθεί,-1,ΚΟΥΚΟΥΛΩΘ
κοσμάκης,-1,ΚΟΣΜΑΚ
κορεσμός,-1,ΚΟΡΕΣΜ
κοράκια,-1,ΚΟΡΑΚΙ
κοράκι,-1,ΚΟΡΑΚ
κοπρόσκυλο,-1,ΚΟΠΡΟΣΚΥΛ
κοπρολόγος,-1,ΚΟΠΡΟΛΟΓ
κοπάδι,-1,ΚΟΠΑΔ
κοντοβράκι,-1,ΚΟΝΤΟΒΡΑΚ
κονδυλοφόρος,-1,ΚΟΝΔΥΛΟΦΟΡ
κομπογιαννίτης,-1,ΚΟΜΠΟΓΙΑΝΝΙΤ
κομπλεξική,-1,ΚΟΜΠΛΕΞΙΚ
κόμπλεξ,-1,ΚΟΜΠΛΕΞ
κομπίνες,-1,ΚΟΜΠΙΝ
κομμουνιστοσυμμορίτης,-1,ΚΟΜΜΟΥΝΙΣΤΟΣΥΜΜΟΡΙΤ
κομμούνα,-1,ΚΟΜΜΟΥΝ
κομματόσκυλο,-1,ΚΟΜΜΑΤΟΣΚΥΛ
κομμάρα,-1,ΚΟΜΜΑΡ
κολούμπρα,-1,ΚΟΛΟΥΜΠΡ
κολομπαράς,-1,ΚΟΛΟΜΠΑΡ
κολοκύθια,-1,ΚΟΛΟΚΥΘΙ
κολλώ,-1,ΚΟΛΛ
κολέγιο,-1,ΚΟΛΕΓΙ
κοκορομαχία,-1,ΚΟΚΟΡΟΜΑΧΙ
κοκίτης,-1,ΚΟΚΙΤ
κοκαλιάρης,-1,ΚΟΚΑΛΙΑΡ
κοινός,-1,ΚΟΙΝ
κοιλαράς,-1,ΚΟΙΛΑΡ
κνώδαλο,-1,ΚΝΩΔΑΛ
κλωτσοπατινάδα,-1,ΚΛΩΤΣΟΠΑΤΙΝΑΔ
κλωτσιές,-1,ΚΛΩΤΣΙ
κλοτσοπατινάδα,-1,ΚΛΟΤΣΟΠΑΤΙΝΑΔ
κλόουν,-1,ΚΛΟ
κλισέ,-1,ΚΛΙΣ
κλινικά,-1,ΚΛΙΝΙΚ
κλίκα,-1,ΚΛΙΚ
κλεφτρού,-1,ΚΛΕΦΤΡ
κλεφτράκος,-1,ΚΛΕΦΤΡΑΚ
κλέφτης,-1,ΚΛΕΦΤ
κλεφταράς,-1,ΚΛΕΦΤΑΡ
κλεφτάκος,-1,ΚΛΕΦΤΑΚ
κλειστός,-1,ΚΛΕΙΣΤ
κλάσιμο,-1,ΚΛΑΣΙΜ
κλαπάτσα,-1,ΚΛΑΠΑΤΣ
κλανιάρης,-1,ΚΛΑΝΙΑΡ
κιτρινιάρης,-1,ΚΙΤΡΙΝΙΑΡ
κίναιδος,-1,ΚΙΝΑΙΔ
κιμωλία,-1,ΚΙΜΩΛΙ
κηφήνας,-1,ΚΗΦΗΝ
κηδεμονία,-1,ΚΗΔΕΜΟΝΙ
κηδεμονεύω,-1,ΚΗΔΕΜΟΝΕΥ
κερατάς,-1,ΚΕΡΑΤ
κεραμίδα,-1,ΚΕΡΑΜΙΔ
κενό,-1,ΚΕΝ
κεκράκτης,-1,ΚΕΚΡΑΚΤ
κεκές,-1,ΚΕΚ
κάψιμο,-1,ΚΑΨΙΜ
κάφρους,-1,ΚΑΦΡ
καφενόβιος,-1,ΚΑΦΕΝΟΒΙ
καύσος,-1,ΚΑΥΣ
καυλωτικός,-1,ΚΑΥΛΩΤΙΚ
καυλιτσέκι,-1,ΚΑΥΛΙΤΣΕΚ
καυλιτζέκι,-1,ΚΑΥΛΙΤΖΕΚ
καυλιάρης,-1,ΚΑΥΛΙΑΡ
κατώφλι,-1,ΚΑΤΩΦΛ
κατωτερότητα,-1,ΚΑΤΩΤΕΡΟΤΗΤ
κατώτερος,-1,ΚΑΤΩΤΕΡ
κατσικοκλέφτης,-1,ΚΑΤΣΙΚΟΚΛΕΦΤ
κατσαπλιάς,-1,ΚΑΤΣΑΠΛΙ
κατσαπλιάδες,-1,ΚΑΤΣΑΠΛΙΑΔ
κατρουλιάρης,-1,ΚΑΤΡΟΥΛΙΑΡ
κατουρλιάρης,-1,ΚΑΤΟΥΡΛΙΑΡ
κατουράει,-1,ΚΑΤΟΥΡΑ
κατούρα,-1,ΚΑΤΟΥΡ
κατίνα,-1,ΚΑΤΙΝ
κατεργάρης,-1,ΚΑΤΕΡΓΑΡ
κατάστιχο,-1,ΚΑΤΑΣΤΙΧ
κατάσκοπος,-1,ΚΑΤΑΣΚΟΠ
κατασκεύασμα,-1,ΚΑΤΑΣΚΕΥΑΣΜ
κατασβήνω,-1,ΚΑΤΑΣΒΗΝ
κατάρρευση,-1,ΚΑΤΑΡΡΕΥΣ
κατάρα,-1,ΚΑΤΑΡ
κατάπνιξη,-1,ΚΑΤΑΠΝΙΞ
κατάκτηση,-1,ΚΑΤΑΚΤΗΣ
κατακρεουργώ,-1,ΚΑΤΑΚΡΕΟΥΡΓ
κατάκαρδα,-1,ΚΑΤΑΚΑΡΔ
καταδικός,-1,ΚΑΤΑΔΙΚ
καταγγελίες,-1,ΚΑΤΑΓΓΕΛΙ
καταβόθρα,-1,ΚΑΤΑΒΟΘΡ
κάστα,-1,ΚΑΣΤ
κάρφωμα,-1,ΚΑΡΦΩΜ
καρπουζοκέφαλος,-1,ΚΑΡΠΟΥΖΟΚΕΦΑΛ
καρπαζοεισπράχτορας,-1,ΚΑΡΠΑΖΟΕΙΣΠΡΑΧΤΟΡ
καρπαζοεισπράκτορας,-1,ΚΑΡΠΑΖΟΕΙΣΠΡΑΚΤΟΡ
καρόδρομος,-1,ΚΑΡΟΔΡΟΜ
κάρο,-1,ΚΑΡ
καρκινοφοβία,-1,ΚΑΡΚΙΝΟΦΟΒΙ
καρκινιάρης,-1,ΚΑΡΚΙΝΙΑΡ
καρκαλέτσος,-1,ΚΑΡΚΑΛΕΤΣ
καριόλης,-1,ΚΑΡΙΟΛ
καριερίστας,-1,ΚΑΡΙΕΡΙΣΤ
καρεκλοκένταυρος,-1,ΚΑΡΕΚΛΟΚΕΝΤΑΥΡ
καρέκλα,-1,ΚΑΡΕΚΛ
κάργια,-1,ΚΑΡΓΙ
κάργα,-1,ΚΑΡΓ
καρβουνιάρης,-1,ΚΑΡΒΟΥΝΙΑΡ
καράφλα,-1,ΚΑΡΑΦΛ
καραπουτάνα,-1,ΚΑΡΑΠΟΥΤΑΝ
καραμπογιά,-1,ΚΑΡΑΜΠΟΓΙ
καρακάξα,-1,ΚΑΡΑΚΑΞ
καρακαηδόνα,-1,ΚΑΡΑΚΑΗΔΟΝ
καραγκιοζλίδικος,-1,ΚΑΡΑΓΚΙΟΖΛΙΔΙΚ
